gene_id	gene_pos_hg19	locus_rank	locus_pvalue	locus_pos_hg19	SZ_GWAS_prev	locus_genes	OMIM	SZ_GWAS_prev_study	KO_phenotype	ensembl_gene_id	hgnc_id	gene_symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit.trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	download_url	download_date	mult_matches
ENSG00000141096.4	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000141096	HGNC:23029	DPEP3	dipeptidase 3	protein-coding gene	gene with protein product	Approved	16q22.1	16q22.1	NA	NA	NA	NA	NA	NA	2003-09-12	NA	NA	2015-09-11	64180	OTTHUMG00000137544	uc002evc.5	AJ291679	NM_022357	CCDS10856	Q9H4B8	NA	MGI:1919104	RGD:1305484	NA	DPEP3	609926	NA	NA	NA	NA	NA	NA	NA	M19.011	NA	NA	NA	NA	NA	NA	3.4.13.19	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000167261.9	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000167261	HGNC:23028	DPEP2	dipeptidase 2	protein-coding gene	gene with protein product	Approved	16q22.1	16q22.1	NA	NA	NA	NA	NA	NA	2003-09-12	NA	NA	2015-09-11	64174	OTTHUMG00000137542	uc002eve.5	AJ295149	NM_022355	CCDS10857	Q9H4A9	NA	MGI:2442042	RGD:1305746	NA	DPEP2	609925	NA	NA	NA	NA	NA	NA	NA	M19.004	NA	objectId:1394	NA	NA	NA	NA	3.4.13.19	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000167264.13	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000167264	HGNC:26014	DUS2	dihydrouridine synthase 2	protein-coding gene	gene with protein product	Approved	16q22.1	16q22.1	FLJ20399|SMM1	SMM1 homolog (S. cerevisiae)|tRNA-dihydrouridine(20) synthase (NAD(P)(+))	DUS2L	dihydrouridine synthase 2-like (SMM1, S. cerevisiae)|dihydrouridine synthase 2-like, SMM1 homolog (S. cerevisiae)|dihydrouridine synthase 2-like	NA	NA	2005-05-05	2013-07-23	2013-07-23	2016-02-15	54920	OTTHUMG00000137538	NA	NA	NM_017803	CCDS10859|CCDS61970	Q9NX74	15994936|22741570	MGI:1913619	RGD:1305612	NA	NA	609707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3.1.91	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000262962.1	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000262962	HGNC:39209	KARSP3	lysyl-tRNA synthetase pseudogene 3	pseudogene	pseudogene	Approved	16q22.1	16q22.1	NA	NA	NA	NA	NA	NA	2010-11-23	NA	NA	2014-05-06	100132079	OTTHUMG00000177459	NA	NA	NG_028877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000248914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000263201.1	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000263201	HGNC:52385	DPEP2NB	DPEP2 neighbor	protein-coding gene	gene with protein product	Approved	16q22.1	16q22.1	NA	NA	NA	NA	NA	NA	2017-11-27	NA	NA	2017-11-27	100131303	OTTHUMG00000177460	NA	NA	NM_001282442	CCDS82001	A0A0U1RQF7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000202336.1	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000202336	HGNC:47322	RNU6-359P	RNA, U6 small nuclear 359, pseudogene	pseudogene	pseudogene	Approved	16q22.1	16q22.1	NA	NA	NA	NA	NA	NA	2013-05-01	NA	NA	2013-05-01	106479725	NA	NA	NA	NG_043784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000182810.5	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000182810	HGNC:17330	DDX28	DEAD-box helicase 28	protein-coding gene	gene with protein product	Approved	16q22.1	16q22.1	MDDX28|FLJ11282	NA	NA	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 28|DEAD (Asp-Glu-Ala-Asp) box polypeptide 28	DEAD-box helicases	499	2001-12-07	NA	2016-01-07	2016-10-05	55794	OTTHUMG00000137549	uc002evh.3	AF329821	NM_018380	CCDS10858	Q9NUL7	10493829|11350955	MGI:1919236	RGD:1311976	NA	DDX28	607618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000221789.1	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000221789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000261864.1	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000261864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000072736.14	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000072736	HGNC:7777	NFATC3	nuclear factor of activated T cells 3	protein-coding gene	gene with protein product	Approved	16q22.1	16q22.1	NFAT4|NFATX	NA	NA	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3|nuclear factor of activated T-cells 3	Nuclear factors of activated T-cells 	665	1994-11-16	NA	2017-12-06	2017-12-06	4775	OTTHUMG00000137555	uc002evo.3	L41067	NM_004555	CCDS10860|CCDS10861|CCDS10862	Q12968	7749981	MGI:103296	RGD:1308692	NA	NFATC3	602698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000201850.1	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000201850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000212445.1	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000212445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000262514.1	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000262514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000240435.2	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000240435	HGNC:35892	RPS12P27	ribosomal protein S12 pseudogene 27	pseudogene	pseudogene	Approved	16q22.1	16q22.1	NA	NA	NA	NA	NA	NA	2009-03-06	NA	NA	2017-10-30	100271552	OTTHUMG00000158181	NA	NA	NG_010994	NA	NA	19123937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000293891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000260891.1	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000260891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000263276.1	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000263276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000262160.1	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000262160	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000103067.7	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000103067	HGNC:26152	ESRP2	epithelial splicing regulatory protein 2	protein-coding gene	gene with protein product	Approved	16q22.1	16q22.1	FLJ21918	NA	RBM35B	RNA binding motif protein 35B	RNA binding motif containing	725	2005-09-22	2009-03-10	2009-03-10	2015-09-11	80004	OTTHUMG00000137557	uc002evq.2	AK025571	NM_024939	CCDS10863	Q9H6T0	12477932	MGI:1924661	RGD:1310855	NA	ESRP2	612960	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000261469.1	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000261469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000103066.8	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000103066	HGNC:17163	PLA2G15	phospholipase A2 group XV	protein-coding gene	gene with protein product	Approved	16q22.1	16q22.1	LLPL|GXVPLA2	NA	LYPLA3	lysophospholipase 3 (lysosomal phospholipase A2)|phospholipase A2, group XV	Phospholipases	467	2002-01-23	2008-09-19	2015-11-18	2015-11-18	23659	OTTHUMG00000137554	uc002evr.4	AB017494	NM_012320	CCDS10864	Q8NCC3	10092508|16973413	MGI:2178076	RGD:1302982	NA	PLA2G15	609362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000260441.1	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000260441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000103064.9	chr16:67709340-68311340	85	1.51e-8	chr16:67709340-68311340	N	ACD;C16orf86;CENPT;CTRL;DDX28;DPEP2;DPEP3;DUS2L;EDC4;ENKD1;ESRP2;GFOD2;LCAT;NFATC3;NRN1L;NUTF2;PARD6A;PLA2G15;PSKH1;PSMB10;RANBP10;SLC12A4;SLC7A6;SLC7A6OS;THAP11;TSNAXIP1	LCAT Fish-eye disease; LCAT Norum disease	HDL cholesterol p=8E-33 pmid=20686565; Metabolic syndrome p=2E-10 pmid=22399527	Nfatc3 behavioral neurological nervous	ENSG00000103064	HGNC:11064	SLC7A6	solute carrier family 7 member 6	protein-coding gene	gene with protein product	Approved	16q22.1	16q22.1	y+LAT-2|KIAA0245|LAT3|LAT-2	NA	NA	solute carrier family 7 (amino acid transporter light chain, y+L system), member 6	Solute carriers	752	1999-01-28	NA	2016-02-17	2016-02-17	9057	OTTHUMG00000176544	uc002evu.3	D87432	NM_003983	CCDS32470	Q92536	9878049	MGI:2142598	RGD:1309193	NA	SLC7A6	605641	NA	NA	NA	SLC7A6	NA	NA	NA	NA	NA	objectId:899	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000070366.9	chr17:2095899-2220799	43	2.86e-10	chr17:2095899-2220799	N	SGSM2;SMG6;SRR;TSR1	NA	Aortic root size p=2E-11 pmid=19584346; Coronary heart disease p=9E-10 pmid=21378990; Esophageal cancer (squamous cell) p=2E-11 pmid=22960999; Type 2 diabetes p=3E-9 pmid=20174558	Srr behavioral neurological nervous	ENSG00000070366	HGNC:17809	SMG6	SMG6, nonsense mediated mRNA decay factor	protein-coding gene	gene with protein product	Approved	17p13.3	17p13.3	KIAA0732|SMG-6|EST1A	EST1 telomerase component homolog A (S. cerevisiae)	C17orf31	chromosome 17 open reading frame 31|smg-6 homolog, nonsense mediated mRNA decay factor (C. elegans)|SMG6 nonsense mediated mRNA decay factor	Endoribonucleases	1687	2001-12-19	2006-02-16	2016-05-05	2016-05-05	23293	OTTHUMG00000177578	uc002fub.2	AB018275	NM_001256827	CCDS11016|CCDS58498	Q86US8	12676087|12699629	MGI:2144117	RGD:1595918	NA	SMG6	610963	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000265777.1	chr17:2095899-2220799	43	2.86e-10	chr17:2095899-2220799	N	SGSM2;SMG6;SRR;TSR1	NA	Aortic root size p=2E-11 pmid=19584346; Coronary heart disease p=9E-10 pmid=21378990; Esophageal cancer (squamous cell) p=2E-11 pmid=22960999; Type 2 diabetes p=3E-9 pmid=20174558	Srr behavioral neurological nervous	ENSG00000265777	HGNC:46640	RN7SL624P	RNA, 7SL, cytoplasmic 624, pseudogene	pseudogene	pseudogene	Approved	17p13.3	17p13.3	NA	NA	NA	NA	RNAs, 7SL, cytoplasmic	850	2013-04-02	NA	NA	2013-04-02	106480379	NA	uc059zlu.1	NA	NG_033980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	NO
ENSG00000236838.2	chr17:2095899-2220799	43	2.86e-10	chr17:2095899-2220799	N	SGSM2;SMG6;SRR;TSR1	NA	Aortic root size p=2E-11 pmid=19584346; Coronary heart disease p=9E-10 pmid=21378990; Esophageal cancer (squamous cell) p=2E-11 pmid=22960999; Type 2 diabetes p=3E-9 pmid=20174558	Srr behavioral neurological nervous	ENSG00000236838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
