gene_symbol	gene_symbol_original	gene_symbol_corrected_reason	mult_matches	SCZ_p	SCZ_q	BPD_p	BPD_q	Vagas_PGC_SCZ_p	Vagas_PGC_BPD_p	t_product_q	hgnc_id	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit.trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	download_url	download_date
SYNJ1	SYNJ1	ok	NO	0.0938	0.404	4.37e-4	0.0791	0.0185	0.638	0.069	HGNC:11503	synaptojanin 1	protein-coding gene	gene with protein product	Approved	21q22.11	21q22.11	INPP5G|PARK20	phosphoinositide 5-phosphatase|synaptic inositol 1,4,5-trisphosphate 5-phosphatase 1|inositol polyphosphate-5-phosphatase G	NA	NA	Phosphoinositide phosphatases	1079	1999-10-14	NA	NA	2016-10-05	8867	ENSG00000159082	OTTHUMG00000064926	uc002yqh.3	AF009040	NM_003895	CCDS33539|CCDS33540|CCDS54483|CCDS54484	O43426	9428629|10773674|24609975|14704270	MGI:1354961	RGD:69434	NA	SYNJ1	604297	NA	NA	NA	NA	394615	NA	NA	NA	NA	objectId:1461	NA	NA	NA	NA	3.1.3.36	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
SMC3	SMC3	ok	NO	0.0144	0.217	0.0147	0.194	0.96	0.714	0.069	HGNC:2468	structural maintenance of chromosomes 3	protein-coding gene	gene with protein product	Approved	10q25.2	10q25.2	HCAP|BAM|SMC3L1|bamacan	bamacan proteoglycan	CSPG6	chondroitin sulfate proteoglycan 6 (bamacan)	Proteoglycans|Structural maintenance of chromosomes proteins|Cohesin complex	570|761|1060	1999-08-20	2006-07-06	2006-07-06	2018-12-06	9126	ENSG00000108055	OTTHUMG00000019042	uc001kze.4	AF020043	NM_005445	CCDS31285	Q9UQE7	9506951|10358101|17273969	MGI:1339795	RGD:62006	LOVD - Leiden Open Variation Database|http://grenada.lumc.nl/LOVD2/CDLS/home.php?select_db=SMC3|LRG_774|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_774.xml	SMC3	606062	NA	NA	NA	NA	138480	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
CAPN10	CAPN10	ok	NO	0.03	0.277	0.006	0.154	0.426	0.0686	0.069	HGNC:1477	calpain 10	protein-coding gene	gene with protein product	Approved	2q37.3	02q37.3	NA	NA	NA	NA	Calpains	975	1998-09-25	NA	NA	2014-11-19	11132	ENSG00000142330	OTTHUMG00000133358	uc002vzk.2	AF089088	NM_023083	CCDS33420|CCDS42838	Q9HC96	11017071|11018080	MGI:1344392	RGD:69354	NA	CAPN10	605286	NA	NA	NA	NA	NA	NA	NA	C02.018	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
SEPHS1	SEPHS1	ok	NO	0.0145	0.218	0.0139	0.191	0.473	0.999	0.069	HGNC:19685	selenophosphate synthetase 1	protein-coding gene	gene with protein product	Approved	10p13	10p13	SPS|SPS1	selenide, water dikinase	NA	NA	NA	NA	2003-11-06	NA	NA	2016-10-05	22929	ENSG00000086475	OTTHUMG00000017696	uc001imk.4	BC000941	NM_012247	CCDS7098|CCDS55702|CCDS55703	P49903	7665581	MGI:1923580	RGD:1311182	NA	SEPHS1	600902	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
ZBTB20	ZBTB20	ok	NO	0.00667	0.177	0.0281	0.236	0.502	0.965	0.069	HGNC:13503	zinc finger and BTB domain containing 20	protein-coding gene	gene with protein product	Approved	3q13.31	03q13.31	ODA-8S|DKFZp566F123|DPZF	NA	ZNF288	zinc finger protein 288	Zinc fingers C2H2-type|BTB domain containing	28|861	2001-06-25	2004-07-16	2004-07-16	2016-10-05	26137	ENSG00000181722	OTTHUMG00000159366	uc003ebn.5	AF139460	NM_015642	CCDS2981|CCDS54626	Q9HC78	10965110|11352661	MGI:1929213	RGD:1560387	NA	ZBTB20	606025	NA	NA	NA	NA	410685	NA	NA	NA	NA	NA	555	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
CMPK1	CMPK1	ok	NO	0.0234	0.255	0.00846	0.173	0.339	0.348	0.069	HGNC:18170	cytidine/uridine monophosphate kinase 1	protein-coding gene	gene with protein product	Approved	1p33	01p33	UMP-CMPK	UMP-CMP kinase|Cytidine monophosphate kinase|UMP/CMP kinase	CMPK	cytidylate kinase|cytidine monophosphate (UMP-CMP) kinase 1, cytosolic	NA	NA	2005-05-10	2008-01-25	2016-01-18	2016-10-05	51727	ENSG00000162368	OTTHUMG00000007849	uc001cri.3	AF070416	NM_016308	CCDS549|CCDS44135	P30085	10462544	MGI:1913838	RGD:1310116	NA	CMPK1	191710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.7.4.14	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
NDE1	NDE1	ok	NO	0.00347	0.148	0.0418	0.273	0.0371	0.569	0.069	HGNC:17619	nudE neurodevelopment protein 1	protein-coding gene	gene with protein product	Approved	16p13.11	16p13.11	nudE|FLJ20101|NDE	NA	NA	nudE nuclear distribution gene E homolog 1 (A. nidulans)|nudE nuclear distribution E homolog 1 (A. nidulans)	NA	NA	2003-04-10	NA	2013-08-06	2014-11-18	54820	ENSG00000072864	OTTHUMG00000129885	uc010uzy.3	AF124431	NM_017668	CCDS10564	Q9NXR1	10940388|12427674	MGI:1914453	RGD:620038	NA	NDE1	609449	NA	NA	NA	NA	281616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
MSL2	MSL2	ok	NO	0.0647	0.35	0.00133	0.109	NA	NA	0.069	HGNC:25544	MSL complex subunit 2	protein-coding gene	gene with protein product	Approved	3q22.3	03q22.3	FLJ10546|KIAA1585|msl-2	male-specific lethal-2 homolog (Drosophila)	RNF184|MSL2L1	ring finger protein 184|male-specific lethal 2-like 1 (Drosophila)|male-specific lethal 2 homolog (Drosophila)	Ring finger proteins|MSL histone acetyltransferase complex	58|1481	2005-01-26	2008-10-29	2017-05-25	2017-05-25	55167	ENSG00000174579	OTTHUMG00000159793	uc003eqx.2	AK001408	NM_018133	CCDS33861|CCDS46922	Q9HCI7	16227571|16543150	MGI:1925103	RGD:1310355	NA	MSL2	614802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
RPRD1A	RPRD1A	ok	NO	0.0715	0.367	9.5e-4	0.0974	NA	NA	0.069	HGNC:25560	regulation of nuclear pre-mRNA domain containing 1A	protein-coding gene	gene with protein product	Approved	18q12.2	18q12.2	P15RS|FLJ10656|HsT3101	cyclin-dependent kinase 2B-inhibitor-related protein|Cyclin-dependent kinase inhibitor 2B-related protein (p15INK4B-related protein)	NA	NA	NA	NA	2008-07-28	NA	2008-08-15	2014-11-19	55197	ENSG00000141425	OTTHUMG00000132591	uc002kzg.4	AF419845	NM_018170	CCDS11917|CCDS77178	Q96P16	12470661|22231121	MGI:2385066	RGD:1307374	NA	RPRD1A	610347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
ACSS3	ACSS3	ok	NO	0.00537	0.164	0.0323	0.247	0.924	0.0879	0.069	HGNC:24723	acyl-CoA synthetase short chain family member 3	protein-coding gene	gene with protein product	Approved	12q21.31	12q21.31	FLJ21963	NA	NA	NA	Acyl-CoA synthetase family	40	2007-10-17	NA	2017-06-13	2017-06-13	79611	ENSG00000111058	OTTHUMG00000170179	uc001szl.2	NA	NM_024560	CCDS9022|CCDS81716	Q9H6R3	17762044	MGI:2685720	RGD:1307051	NA	ACSS3	614356	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
TRAPPC6B	TRAPPC6B	ok	NO	0.00492	0.16	0.0337	0.25	0.439	0.021	0.069	HGNC:23066	trafficking protein particle complex 6B	protein-coding gene	gene with protein product	Approved	14q21.1	14q21.1	NA	NA	NA	NA	Trafficking protein particle complex	772	2003-09-01	NA	NA	2016-10-05	122553	ENSG00000182400	OTTHUMG00000140259	uc001wut.2	AK025437	NM_177452	CCDS9670|CCDS41947	Q86SZ2	NA	MGI:1925482	RGD:1309325	NA	TRAPPC6B	610397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
ZNF25	ZNF25	ok	NO	0.00274	0.142	0.0463	0.281	0.0845	0.112	0.069	HGNC:13043	zinc finger protein 25	protein-coding gene	gene with protein product	Approved	10p11.21	10p11.21	KOX19|FLJ31890|Zfp9	NA	NA	zinc finger protein 25 (KOX 19)	Zinc fingers C2H2-type	28	1990-06-13	NA	2006-05-10	2016-10-05	219749	ENSG00000175395	OTTHUMG00000019344	uc001ize.2	AK056452	NM_145011|NM_006966	CCDS7195	P17030	1639412|8464732	MGI:99210	RGD:2293498	NA	ZNF25	194528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
PHACTR1	PHACTR1	ok	NO	0.0334	0.281	0.00499	0.148	0.0602	0.0069	0.069	HGNC:20990	phosphatase and actin regulator 1	protein-coding gene	gene with protein product	Approved	6p24.1	06p24.1	KIAA1733|dJ257A7.2	NA	RPEL1	RPEL repeat containing 1	Phosphatase and actin regulators	679	2003-05-19	2004-05-21	2004-05-20	2018-11-16	221692	ENSG00000112137	OTTHUMG00000014270	uc010jpc.4	AB051520	NM_001242648	CCDS75401	Q9C0D0	11214970|15107502	MGI:2659021	RGD:1303187	NA	PHACTR1	608723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
NQO1	NQO1	ok	NO	0.00514	0.162	0.0336	0.25	0.714	0.652	0.0702	HGNC:2874	NAD(P)H quinone dehydrogenase 1	protein-coding gene	gene with protein product	Approved	16q22.1	16q22.1	DHQU|QR1|DTD	NA	NMOR1|DIA4	diaphorase (NADH/NADPH) (cytochrome b-5 reductase)|NAD(P)H dehydrogenase, quinone 1	NA	NA	2001-06-22	2001-12-07	2016-03-21	2017-07-12	1728	ENSG00000181019	OTTHUMG00000137575	uc002exp.5	M81600	NM_000903	CCDS10883|CCDS32471|CCDS32472|CCDS67067	P15559	2843525	MGI:103187	RGD:2503	NA	NQO1	125860	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6.5.2	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
GLRB	GLRB	ok	NO	0.027	0.27	0.00725	0.163	0.082	0.678	0.0702	HGNC:4329	glycine receptor beta	protein-coding gene	gene with protein product	Approved	4q32.1	04q32.1	NA	NA	NA	NA	Glycine receptors	868	1998-08-21	NA	2015-11-13	2016-10-05	2743	ENSG00000109738	OTTHUMG00000161954	uc003ipj.3	U33267	NM_000824	CCDS3796|CCDS54813	P48167	9676428|8717357	MGI:95751	RGD:2706	NA	GLRB	138492	NA	NA	NA	NA	122182	NA	NA	NA	NA	objectId:427	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
GPM6B	GPM6B	ok	NO	5.77e-4	0.0926	0.0881	0.365	NA	NA	0.0702	HGNC:4461	glycoprotein M6B	protein-coding gene	gene with protein product	Approved	Xp22.2	Xp22.2	M6B|MGC17150|MGC54284	NA	NA	NA	NA	NA	1996-06-21	NA	NA	2014-11-19	2824	ENSG00000046653	OTTHUMG00000021162	uc004cwa.4	NA	NM_001001995	CCDS14158|CCDS35206|CCDS35207|CCDS48084	Q13491	8661015	MGI:107672	RGD:620580	Mental Retardation database|http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GPM6B|The Globin Gene Server|http://lovd.bx.psu.edu/home.php?select_db=GPM6B	GPM6B	300051	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
FZD4	FZD4	ok	NO	0.0362	0.286	0.00477	0.146	0.0473	0.124	0.0702	HGNC:4042	frizzled class receptor 4	protein-coding gene	gene with protein product	Approved	11q14.2	11q14.2	CD344	NA	EVR1	frizzled (Drosophila) homolog 4|exudative vitreoretinopathy 1|frizzled homolog 4 (Drosophila)|frizzled 4, seven transmembrane spanning receptor|frizzled family receptor 4	G protein-coupled receptors, Class F frizzled|CD molecules	286|471	1998-09-17	NA	2014-01-29	2016-01-15	8322	ENSG00000174804	OTTHUMG00000167231	uc001pce.4	AB032417	NM_012193	CCDS8279	Q9ULV1	10544037|15024691	MGI:108520	RGD:71017	NA	FZD4	604579	NA	NA	NA	NA	121977	NA	NA	NA	NA	objectId:232	NA	NA	CD344	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
SUCLA2	SUCLA2	ok	NO	0.0267	0.269	0.00749	0.165	0.676	0.558	0.0702	HGNC:11448	succinate-CoA ligase ADP-forming beta subunit	protein-coding gene	gene with protein product	Approved	13q14.2	13q14.2	NA	succinate--CoA ligase (ADP-forming)	NA	succinate-CoA ligase, ADP-forming, beta subunit	NA	NA	1998-11-11	NA	2016-04-29	2016-04-29	8803	ENSG00000136143	OTTHUMG00000016889	uc001vbs.4	AF058953	NM_003850	CCDS9406	Q9P2R7	9765291	MGI:1306775	RGD:1309397	NA	SUCLA2	603921	NA	NA	NA	NA	119894	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.2.1.5	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
RASGRP1	RASGRP1	ok	NO	0.0654	0.351	0.00141	0.112	0.0816	0.0447	0.0702	HGNC:9878	RAS guanyl releasing protein 1	protein-coding gene	gene with protein product	Approved	15q14	15q14	CalDAG-GEFII|RASGRP	calcium- and diacylglycerol-regulated guanine nucleotide exchange factor II	NA	RAS guanyl releasing protein 1 (calcium and DAG-regulated)	EF-hand domain containing	863	1999-06-02	NA	2016-01-18	2016-01-18	10125	ENSG00000172575	OTTHUMG00000172379	uc001zke.5	AF106071	NM_005739	CCDS45221|CCDS45222|CCDS76733	O95267	10087292|9789079	MGI:1314635	RGD:3539	NA	RASGRP1	603962	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:3016	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
TSPAN15	TSPAN15	ok	NO	0.00526	0.164	0.0339	0.25	0.00774	0.779	0.0702	HGNC:23298	tetraspanin 15	protein-coding gene	gene with protein product	Approved	10q22.1	10q22.1	NET-7	NA	TM4SF15	transmembrane 4 superfamily member 15	Tetraspanins	768	2004-10-19	2005-03-21	2005-03-21	2014-11-19	23555	ENSG00000099282	OTTHUMG00000018381	uc001jpo.2	AY358934	NM_012339	CCDS7294	O95858	11739647|10719184	MGI:1917673	RGD:1588304	NA	TSPAN15	613140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
HAPLN2	HAPLN2	ok	NO	0.00911	0.191	0.0231	0.221	0.108	0.333	0.0702	HGNC:17410	hyaluronan and proteoglycan link protein 2	protein-coding gene	gene with protein product	Approved	1q23.1	01q23.1	BRAL1	brain link protein 1	NA	NA	V-set domain containing	590	2004-03-11	NA	NA	2014-11-19	60484	ENSG00000132702	OTTHUMG00000033205	uc001fpn.1	AB049054	NM_021817	CCDS1148	Q9GZV7	11027579|11873941	MGI:2137300	RGD:621854	NA	HAPLN2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
ZNF160	ZNF160	ok	NO	0.0185	0.234	0.012	0.183	0.118	0.797	0.0702	HGNC:12948	zinc finger protein 160	protein-coding gene	gene with protein product	Approved	19q13.42	19q13.42	HZF5|F11|KR18|HKr18|FLJ00032|KIAA1611	NA	NA	NA	Zinc fingers C2H2-type	28	1994-07-04	NA	NA	2015-08-26	90338	ENSG00000170949	OTTHUMG00000182854	uc010eqk.3	X78928	NM_033288	CCDS12859|CCDS82391|CCDS82392	Q9HCG1	7774943|7865130	NA	NA	NA	ZNF160	600398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1196	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
TMEM125	TMEM125	ok	NO	0.00209	0.132	0.0545	0.299	0.0154	0.228	0.0702	HGNC:28275	transmembrane protein 125	protein-coding gene	gene with protein product	Approved	1p34.2	01p34.2	MGC17299	NA	NA	NA	NA	NA	2006-02-13	NA	NA	2014-11-19	128218	ENSG00000179178	OTTHUMG00000007288	uc021oml.1	BC016858	NM_144626	CCDS480	Q96AQ2	NA	MGI:1923409	RGD:1311937	NA	TMEM125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
ZNF775	ZNF775	ok	NO	0.0107	0.202	0.0197	0.209	0.284	0.274	0.0702	HGNC:28501	zinc finger protein 775	protein-coding gene	gene with protein product	Approved	7q36.1	07q36.1	MGC33584	NA	NA	NA	Zinc fingers C2H2-type	28	2006-08-15	NA	NA	2016-10-25	285971	ENSG00000196456	OTTHUMG00000191597	uc003whf.2	BC038111	NM_173680	CCDS43678	Q96BV0	12477932	MGI:2683557	RGD:1304910	NA	ZNF775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	472	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
FAM45A	FAM45A	ok	NO	0.00573	0.167	0.0324	0.247	0.0822	0.403	0.0702	HGNC:31793	family with sequence similarity 45 member A	protein-coding gene	gene with protein product	Approved	10q26.11	10q26.11	NA	NA	NA	family with sequence similarity 45, member A	DENN/MADD domain containing	504	2004-07-29	NA	2015-11-18	2018-08-20	404636	ENSG00000119979	OTTHUMG00000019143	uc001ldw.5	AF168713	NM_207009	CCDS7609	Q8TCE6	NA	MGI:1915144	RGD:1308326	NA	FAM45A	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
LGALS3BP	LGALS3BP	ok	NO	0.00145	0.13	0.0654	0.322	0.0973	0.134	0.0715	HGNC:6564	galectin 3 binding protein	protein-coding gene	gene with protein product	Approved	17q25	17q25	MAC-2-BP|90K|BTBD17B|TANGO10B|M2BP|gp90|CyCAP	L3 antigen|Mac-2-binding protein|serum protein 90K|transport and golgi organization 10 homolog B (Drosophila)	NA	lectin, galactoside-binding, soluble, 3 binding protein	Endogenous ligands|BTB domain containing|Scavenger receptor cysteine rich domain containing	542|861|1404	1994-09-30	NA	2016-05-13	2016-05-13	3959	ENSG00000108679	OTTHUMG00000177572	uc002jwh.4	L13210	NM_005567	CCDS11759	Q08380	7698018|8034587|8390986	MGI:99554	RGD:620837	NA	LGALS3BP	600626	NA	NA	NA	NA	NA	NA	NA	NA	NA	ligandId:6615	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
MARK1	MARK1	ok	NO	0.062	0.343	0.00168	0.115	0.587	0.0628	0.0715	HGNC:6896	microtubule affinity regulating kinase 1	protein-coding gene	gene with protein product	Approved	1q41	01q41	MARK|PAR-1C	NA	NA	MAP/microtubule affinity-regulating kinase 1	NA	NA	1997-10-27	NA	2016-02-10	2016-02-10	4139	ENSG00000116141	OTTHUMG00000037351	uc001hmn.6	AF154845	NM_001286124	CCDS31029|CCDS65789|CCDS73033|CCDS73034	Q9P0L2	9108484	MGI:2664902	RGD:619882	NA	MARK1	606511	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:2097	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
SS18	SS18	ok	NO	0.00936	0.193	0.0236	0.222	0.62	0.55	0.0715	HGNC:11340	SS18, nBAF chromatin remodeling complex subunit	protein-coding gene	gene with protein product	Approved	18q11.2	18q11.2	SYT	NA	SSXT	synovial sarcoma translocation, chromosome 18	BAF complex|GBAF complex	1604|1606	1995-03-06	NA	2016-04-29	2016-04-29	6760	ENSG00000141380	OTTHUMG00000179425	uc002kvm.4	X79201	NM_001007559	CCDS32807|CCDS54183|CCDS77168	Q15532	8152806|7951320|16484776	MGI:107708	RGD:1311919	NA	SS18	600192	NA	NA	NA	NA	119868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
RAB9A	RAB9A	ok	NO	0.0466	0.312	0.00314	0.135	NA	NA	0.0715	HGNC:9792	RAB9A, member RAS oncogene family	protein-coding gene	gene with protein product	Approved	Xp22.2	Xp22.2	NA	NA	RAB9	RAB9, member RAS oncogene family	RAB, member RAS oncogene GTPases	388	1999-03-24	2007-01-15	2007-01-15	2014-11-18	9367	ENSG00000123595	OTTHUMG00000021156	uc004cvm.5	U44103	NM_004251	CCDS14156	P51151	9126495	MGI:1890695	RGD:619740	NA	RAB9A	300284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
CTDSP2	CTDSP2	ok	NO	0.00877	0.188	0.0243	0.224	0.346	0.92	0.0715	HGNC:17077	CTD small phosphatase 2	protein-coding gene	gene with protein product	Approved	12q14.1	12q14.1	OS4|SCP2|PSR2	conserved gene amplified in osteosarcoma|nuclear LIM interactor-interacting factor 2|NLI-interacting factor 2|small CTD phosphatase 2	NA	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 2	CTD family phosphatases	1041	2003-10-27	NA	2015-11-06	2015-11-06	10106	ENSG00000175215	OTTHUMG00000170483	uc001sqm.4	AF000152	NM_005730	CCDS41801	O14595	9315096|12721286	MGI:1098748	RGD:2319209	NA	CTDSP2	608711	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
ECI2	ECI2	ok	NO	0.0159	0.226	0.0144	0.192	NA	NA	0.0715	HGNC:14601	enoyl-CoA delta isomerase 2	protein-coding gene	gene with protein product	Approved	6p25.2	06p25.2	ACBD2|DRS1|HCA88	acyl-Coenzyme A binding domain containing 2| Hepatocellular carcinoma-associated antigen 88	PECI	peroxisomal D3,D2-enoyl-CoA isomerase	NA	NA	2001-07-17	2011-03-15	2011-03-15	2016-10-05	10455	ENSG00000198721	OTTHUMG00000014158	uc003mwf.4	AF069301	NM_006117	CCDS43420|CCDS4490	O75521	10419495	MGI:1346064	RGD:1359427	NA	ECI2	608024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
AP1AR	AP1AR	ok	NO	0.0102	0.199	0.0218	0.219	NA	NA	0.0715	HGNC:28808	adaptor related protein complex 1 associated regulatory protein	protein-coding gene	gene with protein product	Approved	4q25	04q25	PRO0971|2C18|gamma-BAR	gamma1-adaptin brefeldin A resistance	C4orf16	chromosome 4 open reading frame 16|adaptor-related protein complex 1 associated regulatory protein	NA	NA	2004-09-15	2009-09-25	2015-12-17	2015-12-17	55435	ENSG00000138660	OTTHUMG00000132849	uc003iaj.6	AL136628	NM_018569	CCDS3696|CCDS47125	Q63HQ0	15775984	MGI:2384822	RGD:1311435	NA	AP1AR	610851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
CCDC68	CCDC68	ok	NO	0.11	0.429	2.65e-4	0.0673	0.455	0.914	0.0715	HGNC:24350	coiled-coil domain containing 68	protein-coding gene	gene with protein product	Approved	18q21.2	18q21.2	SE57-1	cutaneous T-cell lymphoma associated antigen	NA	NA	NA	NA	2006-02-06	NA	NA	2016-10-05	80323	ENSG00000166510	OTTHUMG00000132708	uc002lft.3	NA	NM_025214	CCDS11959	Q9H2F9	11149944|15142679	MGI:3612676	RGD:1561424	NA	CCDC68	616909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
FUT10	FUT10	ok	NO	0.0221	0.249	0.00993	0.177	0.774	0.459	0.0715	HGNC:19234	fucosyltransferase 10	protein-coding gene	gene with protein product	Approved	8p12	08p12	NA	alpha (1,3) fucosyltransferase	NA	fucosyltransferase 10 (alpha (1,3) fucosyltransferase)	Fucosyltransferases	434	2003-10-15	NA	2016-04-05	2016-04-05	84750	ENSG00000172728	OTTHUMG00000163954	uc003xje.4	AJ512465	NM_032664	CCDS6088	Q6P4F1	NA	MGI:2384748	RGD:1359164	NA	FUT10	616931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31
