region	gene_symbol	mult_matches	pos_hg19	chr	start	end	seqnames	width	strand	method	gene_id	gene_strand	distToGene	X3UTR	X5UTR	exon	intergenic	intron	promoter	annoClass	id	by_col	gene_symbol_uncorrected	hgnc_id	approved_symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_family	gene_family_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	mgd_id	rgd_id	lsdb	cosmic	omim_id	mirbase	homeodb	snornabase	bioparadigms_slc	orphanet	pseudogene.org	horde_id	merops	imgt	iuphar	kznf_gene_catalog	mamit.trnadb	cd	lncrnadb	enzyme_id	intermediate_filament_db	rna_central_ids	download_url	download_date	gene_symbol_corrected_reason
chr4:39457960-39458158	RPL9	NO	chr4:39457960-39458158	chr4	39457960	39458158	chr4	199	*	ribo	ENSG00000163682.11	-	0	0	0	1	0	0	0	strictExonic	chr4:39457960-39458158	ENSG00000163682	RPL9	HGNC:10369	RPL9	ribosomal protein L9	protein-coding gene	gene with protein product	Approved	4p14	04p14	L9	NA	NA	NA	L ribosomal proteins	729	1993-12-07	NA	NA	2018-12-06	6133	OTTHUMG00000099367	uc003guc.4	D14531	NM_000661	CCDS3452	P32969	8597601|8415001	MGI:1298373	RGD:62049	LRG_1142|http://ftp.ebi.ac.uk/pub/databases/lrgex/pending/LRG_1142.xml	RPL9	603686	NA	NA	NA	NA	471004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr16:46717400-46717518	VPS35	NO	chr16:46717400-46717518	chr16	46717400	46717518	chr16	119	*	ribo	ENSG00000069329.11	-	0	1	0	1	0	0	0	strictExonic	chr16:46717400-46717518	ENSG00000069329	VPS35	HGNC:13487	VPS35	VPS35, retromer complex component	protein-coding gene	gene with protein product	Approved	16q11.2	16q11.2	FLJ10752|MEM3|PARK17	NA	NA	vacuolar protein sorting 35 homolog (S. cerevisiae)	Parkinson disease associated genes|Armadillo-like helical domain containing	672|1492	2001-06-25	NA	2016-06-06	2016-10-05	55737	OTTHUMG00000132542	uc002eef.5	AF175265	NM_018206	CCDS10721	Q96QK1	11112353|21763482	MGI:1890467	RGD:1589784	NA	VPS35	601501	NA	NA	NA	NA	285081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr5:141348677-141348732	RNF14	NO	chr5:141348677-141348732	chr5	141348677	141348732	chr5	56	*	ribo	ENSG00000013561.13	+	0	0	1	0	0	1	0	strictIntronic	chr5:141348677-141348732	ENSG00000013561	RNF14	HGNC:10058	RNF14	ring finger protein 14	protein-coding gene	gene with protein product	Approved	5q31.3	05q31.3	ARA54|HFB30|TRIAD2	NA	NA	NA	Ring finger proteins|RBR E3 ubiquitin ligases	58|1391	1999-12-14	NA	NA	2016-10-05	9604	OTTHUMG00000129660	uc003llz.4	AF060544	NM_004290	CCDS4270|CCDS4271	Q9UBS8	10085091|10320776	MGI:1929668	RGD:1589576	NA	RNF14	605675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr1:27889774-27889872	AHDC1	NO	chr1:27889774-27889872	chr1	27889774	27889872	chr1	99	*	ribo	ENSG00000126705.9	-	0	0	0	0	0	1	0	strictIntronic	chr1:27889774-27889872	ENSG00000126705	AHDC1	HGNC:25230	AHDC1	AT-hook DNA binding motif containing 1	protein-coding gene	gene with protein product	Approved	1p36.11-p35.3	01p36.11-p35.3	DJ159A19.3|RP1-159A19.1	NA	NA	AT hook, DNA binding motif, containing 1	NA	NA	2005-07-21	NA	2015-11-23	2018-03-09	27245	OTTHUMG00000003398	uc057dvu.1	AK125431	NM_001029882	CCDS30652	Q5TGY3	8619474|9110174	MGI:2444218	RGD:1310031	NA	AHDC1	615790	NA	NA	NA	NA	423013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr10:85899271-85899349	GHITM	NO	chr10:85899271-85899349	chr10	85899271	85899349	chr10	79	*	ribo	ENSG00000165678.15	+	0	0	1	1	0	0	0	strictExonic	chr10:85899271-85899349	ENSG00000165678	GHITM	HGNC:17281	GHITM	growth hormone inducible transmembrane protein	protein-coding gene	gene with protein product	Approved	10q23.1	10q23.1	HSPC282|PTD010|DERP2|My021|TMBIM5	transmembrane BAX inhibitor motif containing 5	NA	NA	Transmembrane BAX inhibitor motif containing	1215	2001-12-10	NA	NA	2014-11-19	27069	OTTHUMG00000018637	uc001kcs.2	AB009685	NM_014394	CCDS41542	Q9H3K2	8619474|9110174	MGI:1913342	RGD:1359301	NA	GHITM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr12:56436208-56436386	RPS26	NO	chr12:56436208-56436386	chr12	56436208	56436386	chr12	179	*	ribo	ENSG00000197728.5	+	0	0	0	1	0	1	1	exonIntron	chr12:56436208-56436386	ENSG00000197728	RPS26	HGNC:10414	RPS26	ribosomal protein S26	protein-coding gene	gene with protein product	Approved	12q13.2	12q13.2	S26|eS26	40S ribosomal protein S26	NA	NA	S ribosomal proteins	728	1993-01-19	NA	NA	2018-12-06	6231	OTTHUMG00000170139	uc001sjf.4	AB007160	NM_001029	CCDS31832	P62854	9582194|8670309	MGI:1351628	RGD:2319323	LRG_1146|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_1146.xml	RPS26	603701	NA	NA	NA	NA	225337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr10:71930168-71930259	SAR1A	NO	chr10:71930168-71930259	chr10	71930168	71930259	chr10	92	*	ribo	ENSG00000079332.10	-	0	0	1	0	0	0	1	promoter	chr10:71930168-71930259	ENSG00000079332	SAR1A	HGNC:10534	SAR1A	secretion associated Ras related GTPase 1A	protein-coding gene	gene with protein product	Approved	10q22.1	10q22.1	SAR1|Sara	NA	SARA1	SAR1a gene homolog (S. cerevisiae) 1|SAR1a gene homolog 1 (S. cerevisiae)|SAR1 homolog A (S. cerevisiae)|secretion associated, Ras related GTPase 1A	ARF GTPase family	357	2000-06-28	2005-10-21	2016-01-28	2016-01-28	56681	OTTHUMG00000018400	uc010qjh.3	NA	NM_001142648	CCDS7298	Q9NR31	10871277	MGI:98230	RGD:1359540	NA	SAR1A	607691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr7:22852591-22852804	TOMM7	NO	chr7:22852591-22852804	chr7	22852591	22852804	chr7	214	*	ribo	ENSG00000196683.6	-	0	1	0	1	0	0	0	strictExonic	chr7:22852591-22852804	ENSG00000196683	TOMM7	HGNC:21648	TOMM7	translocase of outer mitochondrial membrane 7	protein-coding gene	gene with protein product	Approved	7p15.3	07p15.3	Tom7	NA	NA	translocase of outer mitochondrial membrane 7 homolog (yeast)	Translocase of outer mitochondrial membrane complex	1229	2003-07-21	NA	2016-02-26	2016-02-26	54543	OTTHUMG00000094805	uc003svk.6	AF150733	NM_019059	CCDS5376	Q9P0U1	10647823|12198123	MGI:1913419	RGD:1591393	NA	TOMM7	607980	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr6:34385239-34385324	RPS10	NO	chr6:34385239-34385324	chr6	34385239	34385324	chr6	86	*	ribo	ENSG00000124614.9	-	0	1	0	0	0	0	0	3UTR	chr6:34385239-34385324	ENSG00000124614	RPS10	HGNC:10383	RPS10	ribosomal protein S10	protein-coding gene	gene with protein product	Approved	6p21.31	06p21.31	MGC88819|S10	NA	NA	NA	S ribosomal proteins	728	1997-07-07	NA	NA	2018-12-06	6204	OTTHUMG00000014546	uc003ojn.3	U14972	NM_001014	CCDS4792	P46783	7772601|9582194	MGI:1914347	RGD:621024	LRG_1138|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_1138.xml	RPS10	603632	NA	NA	NA	NA	225334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr19:13351029-13351528	CACNA1A	NO	chr19:13351029-13351528	chr19	13351029	13351528	chr19	500	*	ribo	ENSG00000141837.14	-	0	0	0	0	0	1	0	strictIntronic	chr19:13351029-13351528	ENSG00000141837	CACNA1A	HGNC:1388	CACNA1A	calcium voltage-gated channel subunit alpha1 A	protein-coding gene	gene with protein product	Approved	19p13.13	19p13.13	Cav2.1|EA2|APCA|HPCA|FHM	NA	CACNL1A4|SCA6|MHP1|MHP	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	Calcium voltage-gated channel alpha1 subunits	1512	1996-06-18	NA	2016-02-04	2018-12-06	773	OTTHUMG00000044590	uc002mwy.5	U79666	NM_000068	CCDS45998|CCDS45999|CCDS82300|CCDS82301|CCDS82302	O00555	8825650|16382099|23827678	MGI:109482	RGD:2244	LOVD - Leiden Open Variation Database|http://chromium.liacs.nl/LOVD2/home.php?select_db=CACNA1A|Familial Hemiplegic Migraine (FHM) Variation Database|http://grenada.lumc.nl/LOVD2/FHM/home.php?select_db=CACNA1A|LRG_7|http://ftp.ebi.ac.uk/pub/databases/lrgex/LRG_7.xml	CACNA1A	601011	NA	NA	NA	NA	119129	NA	NA	NA	NA	objectId:532	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr8:82633461-82633523	ZFAND1	NO	chr8:82633461-82633523	chr8	82633461	82633523	chr8	63	*	ribo	ENSG00000104231.6	-	0	0	1	0	0	0	0	5UTR	chr8:82633461-82633523	ENSG00000104231	ZFAND1	HGNC:25858	ZFAND1	zinc finger AN1-type containing 1	protein-coding gene	gene with protein product	Approved	8q21.13	08q21.13	FLJ14007	NA	NA	zinc finger, AN1-type domain 1	Zinc fingers AN1-type	63	2005-03-18	NA	2016-02-12	2016-11-01	79752	OTTHUMG00000164684	uc003ycj.3	NA	NM_024699	CCDS6232|CCDS55250|CCDS55251	Q8TCF1	24121501	MGI:1913611	RGD:1309519	NA	ZFAND1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr7:157639384-157641336	PTPRN2	NO	chr7:157639384-157641336	chr7	157639384	157641336	chr7	1953	*	ribo	ENSG00000155093.13	-	0	0	0	0	0	1	0	strictIntronic	chr7:157639384-157641336	ENSG00000155093	PTPRN2	HGNC:9677	PTPRN2	protein tyrosine phosphatase, receptor type N2	protein-coding gene	gene with protein product	Approved	7q36.3	07q36.3	KIAA0387|phogrin|ICAAR|IA-2beta	IAR PTPRP	NA	protein tyrosine phosphatase, receptor type, N polypeptide 2	Protein tyrosine phosphatases, receptor type	813	1998-03-23	NA	2016-01-06	2016-10-05	5799	OTTHUMG00000152646	uc003wnp.4	AB002385	NM_001308267	CCDS5947|CCDS5948|CCDS5949|CCDS78294	Q92932	8954911|9220540	MGI:107418	RGD:61904	NA	PTPRN2	601698	NA	NA	NA	NA	NA	NA	NA	NA	NA	objectId:1862	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr11:61312182-61313477	SYT7	NO	chr11:61312182-61313477	chr11	61312182	61313477	chr11	1296	*	ribo	ENSG00000011347.5	-	0	0	0	0	0	1	0	strictIntronic	chr11:61312182-61313477	ENSG00000011347	SYT7	HGNC:11514	SYT7	synaptotagmin 7	protein-coding gene	gene with protein product	Approved	11q12.2	11q12.2	IPCA-7|SYT-VII|MGC150517	NA	PCANAP7	prostate cancer associated protein 7|synaptotagmin VII	Synaptotagmins	765	1999-07-14	NA	2015-11-20	2015-11-20	9066	OTTHUMG00000168199	uc001nrv.4	AF038535	NM_004200	CCDS31577|CCDS58139|CCDS73298	O43581	9615227	MGI:1859545	RGD:62013	NA	SYT7	604146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr2:55462563-55463120	RPS27A	NO	chr2:55462563-55463120	chr2	55462563	55463120	chr2	558	*	ribo	ENSG00000143947.8	+	0	1	0	1	1	1	0	extendUTR	chr2:55462563-55463120	ENSG00000143947	RPS27A	HGNC:10417	RPS27A	ribosomal protein S27a	protein-coding gene	gene with protein product	Approved	2p16.1	02p16.1	UBCEP80|Uba80|S27A	ubiquitin carboxyl extension protein 80	NA	NA	S ribosomal proteins	728	1998-07-29	NA	NA	2016-10-05	6233	OTTHUMG00000151919	uc010yow.3	AB007163	NM_001135592	CCDS33202	P62979	9582194	MGI:1925544	RGD:6489478	NA	RPS27A	191343	NA	NA	NA	NA	471008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr20:60962898-60963118	RPS21	NO	chr20:60962898-60963118	chr20	60962898	60963118	chr20	221	*	ribo	ENSG00000171858.13	+	0	1	0	0	0	0	0	3UTR	chr20:60962898-60963118	ENSG00000171858	RPS21	HGNC:10409	RPS21	ribosomal protein S21	protein-coding gene	gene with protein product	Approved	20q13.33	20q13.33	S21	8.2 kDa differentiation factor	NA	NA	S ribosomal proteins	728	1993-09-29	NA	NA	2016-10-05	6227	OTTHUMG00000032915	uc002ycr.4	L04483	NM_001024	CCDS13497	P63220	8332502|9582194	MGI:1913731	RGD:2323583	NA	RPS21	180477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr14:50087279-50087341	RPL36AL	NO	chr14:50087279-50087341	chr14	50087279	50087341	chr14	63	*	ribo	ENSG00000165502.6	-	0	0	1	0	0	0	2	promoter	chr14:50087279-50087341	ENSG00000165502	RPL36AL	HGNC:10346	RPL36AL	ribosomal protein L36a like	protein-coding gene	gene with protein product	Approved	14q21.3	14q21.3	NA	NA	RPL36A	ribosomal protein L36a|ribosomal protein L36a-like	L ribosomal proteins	729	1991-11-29	2002-01-18	2015-11-17	2016-10-05	6166	OTTHUMG00000152330	uc001wwq.4	BC000741	NM_001001	CCDS9689	Q969Q0	1577483	MGI:1913733	RGD:621156	NA	RPL36AL	180469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr1:161007431-161007616	TSTD1	NO	chr1:161007431-161007616	chr1	161007431	161007616	chr1	186	*	ribo	ENSG00000215845.6	-	0	1	0	0	0	0	0	3UTR	chr1:161007431-161007616	ENSG00000215845	TSTD1	HGNC:35410	TSTD1	thiosulfate sulfurtransferase like domain containing 1	protein-coding gene	gene with protein product	Approved	1q23.3	01q23.3	KAT	NA	NA	thiosulfate sulfurtransferase (rhodanese)-like domain containing 1	NA	NA	2009-08-12	NA	2016-04-19	2016-04-19	100131187	OTTHUMG00000031476	uc010pjx.3	NA	NM_001113207	CCDS44257|CCDS44258|CCDS53400	Q8NFU3	12817473	MGI:3648482	RGD:2323815	NA	TSTD1	616041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr16:56667662-56667871	MT1M	NO	chr16:56667662-56667871	chr16	56667662	56667871	chr16	210	*	ribo	ENSG00000205364.3	+	0	1	0	1	0	0	2	strictExonic	chr16:56667662-56667871	ENSG00000205364	MT1M	HGNC:14296	MT1M	metallothionein 1M	protein-coding gene	gene with protein product	Approved	16q13	16q13	NA	NA	MT1|MT1K	metallothionein 1K	Metallothioneins	638	2005-08-22	NA	NA	2015-09-04	4499	OTTHUMG00000176938	uc002ejn.4	AF136177	NM_176870	CCDS42166	Q8N339	2286373|8049263	MGI:97171	RGD:2324335	NA	MT1M	156357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr19:50002768-50002948	RPS11	NO	chr19:50002768-50002948	chr19	50002768	50002948	chr19	181	*	ribo	ENSG00000142534.2	+	0	1	0	0	0	0	2	promoter	chr19:50002768-50002948	ENSG00000142534	RPS11	HGNC:10384	RPS11	ribosomal protein S11	protein-coding gene	gene with protein product	Approved	19q13.3	19q13.3	S11	40S ribosomal protein S11	NA	NA	S ribosomal proteins	728	1990-07-03	NA	NA	2014-11-18	6205	OTTHUMG00000183156	uc002pob.3	AB007152	NM_001015	CCDS12769	P62280	1577483|9582194	MGI:1351329	RGD:621026	NA	RPS11	180471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr14:50050290-50050393	RPS29	NO	chr14:50050290-50050393	chr14	50050290	50050393	chr14	104	*	ribo	ENSG00000213741.4	-	0	1	0	1	0	0	0	strictExonic	chr14:50050290-50050393	ENSG00000213741	RPS29	HGNC:10419	RPS29	ribosomal protein S29	protein-coding gene	gene with protein product	Approved	14q21.3	14q21.3	S29|uS14	NA	NA	NA	S ribosomal proteins	728	1997-07-04	NA	NA	2018-12-06	6235	OTTHUMG00000140272	uc001wwm.5	L31610	NM_001030001	CCDS9685|CCDS32072|CCDS86388	P62273	8781548|7772601	MGI:107681	RGD:3596	LRG_1147|http://ftp.ebi.ac.uk/pub/databases/lrgex/pending/LRG_1147.xml	RPS29	603633	NA	NA	NA	NA	406759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr11:13438704-13438826	BTBD10	NO	chr11:13438704-13438826	chr11	13438704	13438826	chr11	123	*	ribo	ENSG00000148925.6	-	0	1	0	0	0	2	0	strictIntronic	chr11:13438704-13438826	ENSG00000148925	BTBD10	HGNC:21445	BTBD10	BTB domain containing 10	protein-coding gene	gene with protein product	Approved	11p15.3	11p15.3	GMRP1|GMRP-1|MGC13007	NA	NA	BTB (POZ) domain containing 10	BTB domain containing	861	2005-08-12	NA	2016-02-12	2016-10-05	84280	OTTHUMG00000165787	uc001mkz.4	AY221959	NM_032320	CCDS7811|CCDS73261|CCDS76388	Q9BSF8	15556295	MGI:1916065	RGD:1306301	NA	BTBD10	615933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr4:166234389-166234518	KLHL2	NO	chr4:166234389-166234518	chr4	166234389	166234518	chr4	130	*	ribo	ENSG00000109466.9	+	0	1	0	0	0	1	0	strictIntronic	chr4:166234389-166234518	ENSG00000109466	KLHL2	HGNC:6353	KLHL2	kelch like family member 2	protein-coding gene	gene with protein product	Approved	4q32.3	04q32.3	MAV	mayven	NA	kelch (Drosophila)-like 2 (Mayven)|kelch-like 2, Mayven (Drosophila)	Kelch like|BTB domain containing	617|861	1999-12-14	NA	2015-11-18	2016-10-05	11275	OTTHUMG00000161294	uc003irb.4	AF059569	NM_001161521	CCDS34094|CCDS54815|CCDS54816|CCDS82974|CCDS82975	O95198	10397770|16035103	MGI:1924363	RGD:1306388	NA	KLHL2	605774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr8:74203786-74203896	RPL7	NO	chr8:74203786-74203896	chr8	74203786	74203896	chr8	111	*	ribo	ENSG00000147604.9	-	0	0	0	1	0	0	0	strictExonic	chr8:74203786-74203896	ENSG00000147604	RPL7	HGNC:10363	RPL7	ribosomal protein L7	protein-coding gene	gene with protein product	Approved	8q21.11	08q21.11	humL7-1|L7	NA	NA	NA	L ribosomal proteins	729	1998-08-14	NA	NA	2016-10-05	6129	OTTHUMG00000134312	uc064nrp.1	L16557	NM_000971	CCDS6212|CCDS87615	P18124	8360149|8441630	MGI:98073	RGD:735169	NA	RPL7	604166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr7:10973076-10973319	NDUFA4	NO	chr7:10973076-10973319	chr7	10973076	10973319	chr7	244	*	ribo	ENSG00000189043.5	-	0	1	0	1	0	0	0	strictExonic	chr7:10973076-10973319	ENSG00000189043	NDUFA4	HGNC:7687	NDUFA4	NDUFA4, mitochondrial complex associated	protein-coding gene	gene with protein product	Approved	7p21.3	07p21.3	MLRQ|CI-9k|COXFA4	complex I 9kDa subunit|NADH-ubiquinone oxidoreductase MLRQ subunit|cytochrome c oxidase subunit FA4	NA	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4 (9kD, MLRQ)|NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4, 9kDa	NA	NA	1996-08-30	NA	2014-07-30	2018-11-07	4697	OTTHUMG00000023880	uc003srx.3	U94586	NM_002489	CCDS5357	O00483	9352085|22902835|30030519	MGI:107686	RGD:1584719	NA	NDUFA4	603833	NA	NA	NA	NA	396654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr2:76672341-76672528	RN7SKP203	NO	chr2:76672341-76672528	chr2	76672341	76672528	chr2	188	*	ribo	ENSG00000200488.1	-	0	0	0	1	0	0	0	strictExonic	chr2:76672341-76672528	ENSG00000200488	RN7SKP203	HGNC:45927	RN7SKP203	RNA, 7SK small nuclear pseudogene 203	pseudogene	pseudogene	Approved	2p12	02p12	NA	NA	NA	NA	NA	NA	2013-03-19	NA	NA	2013-03-19	106479185	NA	uc061lbm.1	NA	NG_043572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr8:74204007-74204145	RPL7	NO	chr8:74204007-74204145	chr8	74204007	74204145	chr8	139	*	ribo	ENSG00000147604.9	-	0	0	0	1	0	0	1	strictExonic	chr8:74204007-74204145	ENSG00000147604	RPL7	HGNC:10363	RPL7	ribosomal protein L7	protein-coding gene	gene with protein product	Approved	8q21.11	08q21.11	humL7-1|L7	NA	NA	NA	L ribosomal proteins	729	1998-08-14	NA	NA	2016-10-05	6129	OTTHUMG00000134312	uc064nrp.1	L16557	NM_000971	CCDS6212|CCDS87615	P18124	8360149|8441630	MGI:98073	RGD:735169	NA	RPL7	604166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr16:85833245-85833358	COX4I1	NO	chr16:85833245-85833358	chr16	85833245	85833358	chr16	114	*	ribo	ENSG00000131143.4	+	0	0	1	0	0	0	1	promoter	chr16:85833245-85833358	ENSG00000131143	COX4I1	HGNC:2265	COX4I1	cytochrome c oxidase subunit 4I1	protein-coding gene	gene with protein product	Approved	16q24.1	16q24.1	COX4-1	NA	COX4	cytochrome c oxidase subunit IV|cytochrome c oxidase subunit IV isoform 1	Mitochondrial complex IV: cytochrome c oxidase subunits	643	2001-06-22	2001-12-07	2016-02-11	2016-02-11	1327	OTTHUMG00000137649	uc059yaj.1	AF005889	NM_001861	CCDS10955|CCDS82020	P13073	2444497|2157630	MGI:88473	RGD:68374	NA	COX4I1	123864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.9.3.1	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr6:35438356-35438556	RPL10A	NO	chr6:35438356-35438556	chr6	35438356	35438556	chr6	201	*	ribo	ENSG00000198755.6	+	0	1	0	1	0	1	0	exonIntron	chr6:35438356-35438556	ENSG00000198755	RPL10A	HGNC:10299	RPL10A	ribosomal protein L10a	protein-coding gene	gene with protein product	Approved	6p21.31	06p21.31	Csa-19|L10A	NA	NEDD6	NA	L ribosomal proteins	729	1994-01-21	NA	NA	2015-09-07	4736	OTTHUMG00000014566	uc003okp.2	U12404	NM_007104	CCDS4806	P62906	7609734|9647638	MGI:1343877	RGD:620497	NA	RPL10A	615660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
chr17:44450181-44450232	NSFP1	NO	chr17:44450181-44450232	chr17	44450181	44450232	chr17	52	*	ribo	ENSG00000260075.1	+	0	0	0	1	0	0	1	strictExonic	chr17:44450181-44450232	ENSG00000260075	NSFP1	HGNC:31405	NSFP1	N-ethylmaleimide-sensitive factor pseudogene 1	pseudogene	pseudogene	Approved	17q21.31	17q21.31	NA	NA	NSFP	N-ethylmaleimide-sensitive factor pseudogene	NA	NA	2004-04-06	2010-02-26	2010-02-26	2017-10-26	728806	OTTHUMG00000177127	NA	NA	NR_033799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PGOHUM00000294460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ftp://ftp.ebi.ac.uk/pub/databases/genenames/new/tsv/hgnc_complete_set.txt	2018_12_31	OK
